agent_id,win,n,distinct_nf,distinct_ep,err_rate,get_frac,write_frac,mean_resp,max_resp,n_orphan,hour,label,attack_type,tgt_set,distinct_ep_roll,distinct_nf_roll,distinct_target_roll,err_count_roll,n_roll,resp_roll_max,rule,rule_reason,ml,risk,decision,nfs_touched
nrf-heartbeat-svc,2026-08-03 07:03:00,3,1,2,0.0,0.0,1.0,135.0,176,0,7,legit,none,set(),3,1,0,0.0,17,262,0.0,none,0.0,0.0,PASS,NRF
policy-audit-svc,2026-08-07 14:02:00,1,1,1,0.0,0.0,1.0,318.0,318,0,14,legit,none,{'SUPI-0294'},2,1,9,0.0,9,388,0.0,none,0.0,0.0,PASS,PCF
orch-session-mgr,2026-08-04 03:19:00,12,2,4,0.0,0.0,1.0,767.8333333333334,1180,0,3,legit,none,"{'SUPI-0335', 'SUPI-0114', 'SUPI-0025'}",6,3,14,0.0,61,1197,0.0,none,0.0,0.0,PASS,"PCF,SMF"
closed-loop-assurance,2026-08-03 01:06:00,12,3,3,0.0,0.0,1.0,396.9166666666667,686,0,1,legit,none,"{'SUPI-0384', 'SUPI-0203', 'SUPI-0301', 'SUPI-0377', 'SUPI-0169', 'SUPI-0325', 'SUPI-0396'}",6,3,19,1.0,60,858,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
provisioning-agent,2026-08-07 12:46:00,4,2,2,0.25,0.0,1.0,1295.5,1425,0,12,legit,none,"{'SUPI-0110', 'SUPI-0227', 'SUPI-0026', 'SUPI-0089'}",3,2,12,2.0,16,1488,0.0,none,0.0,0.0,PASS,"NEF,UDM"
closed-loop-assurance,2026-08-06 06:32:00,8,3,3,0.0,0.0,1.0,486.375,783,0,6,legit,none,"{'SUPI-0395', 'SUPI-0212', 'SUPI-0308', 'SUPI-0082', 'SUPI-0196'}",4,3,17,0.0,42,873,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-inventory-job,2026-08-03 04:58:00,4,2,2,0.0,1.0,0.0,503.75,596,0,4,legit,none,"{'SUPI-0062', 'SUPI-0273'}",2,2,7,1.0,14,596,0.0,none,0.0,0.0,PASS,"NRF,UDM"
nrf-heartbeat-svc,2026-08-06 01:15:00,8,1,2,0.0,0.0,1.0,211.625,299,0,1,legit,none,set(),3,1,0,0.0,38,299,0.0,none,0.0,0.0,PASS,NRF
orch-session-mgr,2026-08-04 00:33:00,11,2,4,0.09090909090909091,0.0,1.0,796.3636363636364,1193,0,0,legit,none,"{'SUPI-0075', 'SUPI-0375', 'SUPI-0199'}",7,3,12,1.0,55,1195,0.0,none,0.0,0.0,PASS,"PCF,SMF"
provisioning-agent,2026-08-06 16:21:00,3,2,2,0.3333333333333333,0.0,1.0,850.0,1047,0,16,legit,none,"{'SUPI-0283', 'SUPI-0384', 'SUPI-0358'}",2,2,12,2.0,12,1391,0.0,none,0.0,0.0,PASS,"NEF,UDM"
closed-loop-assurance,2026-08-06 11:53:00,15,3,3,0.0,0.0,1.0,582.6666666666666,882,0,11,legit,none,"{'SUPI-0071', 'SUPI-0134', 'SUPI-0291', 'SUPI-0057', 'SUPI-0326', 'SUPI-0178', 'SUPI-0372', 'SUPI-0374'}",7,3,23,0.0,73,885,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
closed-loop-assurance,2026-08-07 20:45:00,10,3,4,0.0,0.0,1.0,598.3,894,0,20,legit,none,"{'SUPI-0186', 'SUPI-0375', 'SUPI-0164', 'SUPI-0012', 'SUPI-0226', 'SUPI-0153', 'SUPI-0231'}",5,3,19,1.0,50,894,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
closed-loop-assurance,2026-08-04 18:52:00,14,3,4,0.07142857142857142,0.0,1.0,532.4285714285714,848,0,18,legit,none,"{'SUPI-0058', 'SUPI-0364', 'SUPI-0237', 'SUPI-0090', 'SUPI-0352', 'SUPI-0022', 'SUPI-0340'}",4,3,22,2.0,65,848,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
provisioning-agent,2026-08-04 15:46:00,2,2,2,0.0,0.0,1.0,759.5,965,0,15,legit,none,"{'SUPI-0218', 'SUPI-0390'}",2,2,8,1.0,10,1442,0.0,none,0.0,0.0,PASS,"NEF,UDM"
orch-session-mgr,2026-08-07 05:05:00,9,2,4,0.0,0.0,1.0,651.1111111111111,1052,0,5,legit,none,"{'SUPI-0015', 'SUPI-0352'}",4,2,8,0.0,45,1190,0.0,none,0.0,0.0,PASS,"PCF,SMF"
orch-session-mgr,2026-08-04 22:30:00,8,2,4,0.0,0.0,1.0,750.375,1188,0,22,legit,none,"{'SUPI-0380', 'SUPI-0158'}",5,2,8,0.0,40,1188,0.0,none,0.0,0.0,PASS,"PCF,SMF"
nrf-heartbeat-svc,2026-08-04 22:03:00,6,1,2,0.0,0.0,1.0,208.0,268,0,22,legit,none,set(),2,1,0,0.0,32,298,0.0,none,0.0,0.0,PASS,NRF
closed-loop-assurance,2026-08-07 08:12:00,7,3,3,0.0,0.0,1.0,632.1428571428571,883,0,8,legit,none,"{'SUPI-0348', 'SUPI-0399', 'SUPI-0322', 'SUPI-0195', 'SUPI-0283'}",3,3,19,0.0,39,883,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
closed-loop-assurance,2026-08-03 13:07:00,11,3,3,0.0,0.0,1.0,487.8181818181818,815,0,13,legit,none,"{'SUPI-0274', 'SUPI-0291', 'SUPI-0255', 'SUPI-0056', 'SUPI-0029', 'SUPI-0372', 'SUPI-0253'}",5,3,23,0.0,51,883,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
closed-loop-assurance,2026-08-05 07:32:00,9,3,5,0.0,0.0,1.0,480.22222222222223,890,0,7,legit,none,"{'SUPI-0110', 'SUPI-0123', 'SUPI-0276', 'SUPI-0345', 'SUPI-0233', 'SUPI-0328'}",7,3,17,0.0,51,897,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
policy-audit-svc,2026-08-05 04:40:00,2,1,2,0.0,0.0,1.0,195.5,226,0,4,legit,none,"{'SUPI-0305', 'SUPI-0248'}",2,1,9,0.0,13,383,0.0,none,0.0,0.0,PASS,PCF
oss-orchestration-hub,2026-08-07 21:00:00,11,5,8,0.0,0.18181818181818182,0.8181818181818182,605.1818181818181,968,0,21,legit,none,"{'SUPI-0375', 'SUPI-0125', 'SUPI-0163', 'SUPI-0191'}",14,6,16,0.0,72,990,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,SMF,UDM"
provisioning-agent,2026-08-07 16:32:00,2,2,2,0.0,0.0,1.0,446.5,653,0,16,legit,none,"{'SUPI-0150', 'SUPI-0061'}",2,2,8,0.0,9,1443,0.0,none,0.0,0.0,PASS,"NEF,UDM"
closed-loop-assurance,2026-08-07 04:38:00,8,3,4,0.0,0.0,1.0,601.375,818,0,4,legit,none,"{'SUPI-0380', 'SUPI-0126', 'SUPI-0254', 'SUPI-0045', 'SUPI-0315', 'SUPI-0317'}",6,3,20,1.0,41,890,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-orchestration-hub,2026-08-03 23:34:00,16,6,7,0.0,0.3125,0.6875,595.25,981,0,23,legit,none,"{'SUPI-0141', 'SUPI-0380', 'SUPI-0119', 'SUPI-0242', 'SUPI-0322', 'SUPI-0180', 'SUPI-0320', 'SUPI-0388', 'SUPI-0374'}",12,6,21,2.0,84,983,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
nrf-heartbeat-svc,2026-08-03 20:24:00,7,1,2,0.0,0.0,1.0,211.57142857142858,267,0,20,legit,none,set(),2,1,0,0.0,35,277,0.0,none,0.0,0.0,PASS,NRF
orch-session-mgr,2026-08-04 16:39:00,10,3,5,0.0,0.0,1.0,607.4,1196,0,16,legit,none,"{'SUPI-0281', 'SUPI-0364'}",7,3,10,1.0,45,1196,0.0,none,0.0,0.0,PASS,"AMF,PCF,SMF"
provisioning-agent,2026-08-07 03:56:00,5,2,2,0.2,0.0,1.0,806.4,1396,0,3,legit,none,"{'SUPI-0316', 'SUPI-0255', 'SUPI-0263'}",3,2,14,1.0,23,1396,0.0,none,0.0,0.0,PASS,"NEF,UDM"
oss-orchestration-hub,2026-08-05 05:59:00,12,6,6,0.0,0.3333333333333333,0.6666666666666666,626.3333333333334,968,0,5,legit,none,"{'SUPI-0117', 'SUPI-0270', 'SUPI-0164', 'SUPI-0089'}",7,6,19,0.0,61,996,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
closed-loop-assurance,2026-08-07 09:27:00,13,3,3,0.0,0.0,1.0,518.0,897,0,9,legit,none,"{'SUPI-0263', 'SUPI-0136', 'SUPI-0222', 'SUPI-0322', 'SUPI-0354', 'SUPI-0004', 'SUPI-0231', 'SUPI-0068', 'SUPI-0019'}",4,3,22,0.0,62,897,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
nrf-heartbeat-svc,2026-08-07 10:31:00,5,1,2,0.0,0.0,1.0,194.6,235,0,10,legit,none,set(),2,1,0,0.0,23,297,0.0,none,0.0,0.0,PASS,NRF
provisioning-agent,2026-08-05 06:39:00,3,2,2,0.0,0.0,1.0,1142.3333333333333,1443,0,6,legit,none,"{'SUPI-0382', 'SUPI-0268', 'SUPI-0375'}",4,2,12,0.0,16,1461,0.0,none,0.0,0.0,PASS,"NEF,UDM"
policy-audit-svc,2026-08-07 13:17:00,3,1,2,0.0,0.0,1.0,197.66666666666666,248,0,13,legit,none,"{'SUPI-0357', 'SUPI-0279', 'SUPI-0390'}",2,1,9,1.0,11,358,0.0,none,0.0,0.0,PASS,PCF
closed-loop-assurance,2026-08-03 19:51:00,8,3,4,0.0,0.0,1.0,449.375,836,0,19,legit,none,"{'SUPI-0087', 'SUPI-0082', 'SUPI-0079', 'SUPI-0370', 'SUPI-0113'}",5,3,19,0.0,44,895,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
nrf-heartbeat-svc,2026-08-06 18:21:00,6,1,2,0.0,0.0,1.0,187.33333333333334,238,0,18,legit,none,set(),2,1,0,0.0,32,293,0.0,none,0.0,0.0,PASS,NRF
closed-loop-assurance,2026-08-03 08:35:00,10,3,4,0.0,0.0,1.0,548.8,819,0,8,legit,none,"{'SUPI-0012', 'SUPI-0130', 'SUPI-0195', 'SUPI-0227', 'SUPI-0302', 'SUPI-0016', 'SUPI-0324'}",6,3,19,0.0,51,891,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
policy-audit-svc,2026-08-04 13:04:00,1,1,1,0.0,0.0,1.0,125.0,125,0,13,legit,none,{'SUPI-0257'},2,1,7,0.0,8,398,0.0,none,0.0,0.0,PASS,PCF
orch-session-mgr,2026-08-04 20:06:00,7,2,4,0.14285714285714285,0.0,1.0,589.7142857142857,956,0,20,legit,none,"{'SUPI-0070', 'SUPI-0107', 'SUPI-0265'}",5,3,7,1.0,39,1144,0.0,none,0.0,0.0,PASS,"PCF,SMF"
policy-audit-svc,2026-08-03 09:23:00,2,1,1,0.0,0.0,1.0,306.0,390,0,9,legit,none,"{'SUPI-0038', 'SUPI-0088'}",2,1,5,0.0,8,395,0.0,none,0.0,0.0,PASS,PCF
closed-loop-assurance,2026-08-06 02:36:00,14,3,3,0.0,0.0,1.0,532.1428571428571,892,0,2,legit,none,"{'SUPI-0064', 'SUPI-0080', 'SUPI-0203', 'SUPI-0142', 'SUPI-0285', 'SUPI-0326', 'SUPI-0118', 'SUPI-0238', 'SUPI-0365'}",5,3,24,0.0,67,899,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-orchestration-hub,2026-08-05 12:11:00,19,6,6,0.0,0.3157894736842105,0.6842105263157895,650.3157894736842,992,0,12,legit,none,"{'SUPI-0097', 'SUPI-0363', 'SUPI-0021', 'SUPI-0288', 'SUPI-0345', 'SUPI-0367'}",11,6,25,1.0,98,992,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
oss-orchestration-hub,2026-08-06 02:39:00,11,5,6,0.0,0.36363636363636365,0.6363636363636364,598.2727272727273,952,0,2,legit,none,"{'SUPI-0003', 'SUPI-0106', 'SUPI-0127', 'SUPI-0326', 'SUPI-0014', 'SUPI-0233'}",9,6,20,1.0,53,993,0.0,none,0.0,0.0,PASS,"NEF,NRF,PCF,SMF,UDM"
oss-inventory-job,2026-08-03 02:15:00,2,2,2,0.0,1.0,0.0,387.5,412,0,2,legit,none,{'SUPI-0020'},4,2,8,0.0,16,586,0.0,none,0.0,0.0,PASS,"NRF,UDM"
provisioning-agent,2026-08-03 09:04:00,4,2,3,0.0,0.25,0.75,702.75,1418,0,9,legit,none,"{'SUPI-0296', 'SUPI-0064', 'SUPI-0298', 'SUPI-0014'}",3,2,14,1.0,20,1476,0.0,none,0.0,0.0,PASS,"NEF,UDM"
oss-orchestration-hub,2026-08-03 08:55:00,13,6,7,0.0,0.3076923076923077,0.6923076923076923,602.0,982,0,8,legit,none,"{'SUPI-0360', 'SUPI-0274', 'SUPI-0299', 'SUPI-0218', 'SUPI-0300', 'SUPI-0106'}",8,6,22,1.0,66,992,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
nrf-heartbeat-svc,2026-08-05 04:02:00,5,1,2,0.0,0.0,1.0,194.8,290,0,4,legit,none,set(),3,1,0,0.0,27,296,0.0,none,0.0,0.0,PASS,NRF
orch-session-mgr,2026-08-03 11:01:00,6,2,4,0.0,0.0,1.0,751.0,1126,0,11,legit,none,"{'SUPI-0111', 'SUPI-0185'}",5,3,10,0.0,41,1198,0.0,none,0.0,0.0,PASS,"PCF,SMF"
orch-session-mgr,2026-08-05 05:21:00,10,2,5,0.1,0.0,1.0,603.0,1103,0,5,legit,none,"{'SUPI-0049', 'SUPI-0191', 'SUPI-0203', 'SUPI-0264'}",5,2,11,2.0,51,1171,0.0,none,0.0,0.0,PASS,"PCF,SMF"
closed-loop-assurance,2026-08-03 16:41:00,8,3,3,0.0,0.0,1.0,449.0,721,0,16,legit,none,"{'SUPI-0097', 'SUPI-0187', 'SUPI-0278', 'SUPI-0079', 'SUPI-0044', 'SUPI-0312'}",4,3,17,0.0,40,889,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
orch-session-mgr,2026-08-03 06:46:00,6,3,5,0.0,0.16666666666666666,0.8333333333333334,688.5,1072,0,6,legit,none,{'SUPI-0226'},6,3,6,1.0,27,1195,0.0,none,0.0,0.0,PASS,"AMF,PCF,SMF"
orch-session-mgr,2026-08-06 08:22:00,11,3,6,0.0,0.0,1.0,539.6363636363636,1003,0,8,legit,none,"{'SUPI-0295', 'SUPI-0336', 'SUPI-0186'}",6,3,10,3.0,56,1198,0.0,none,0.0,0.0,PASS,"AMF,PCF,SMF"
orch-session-mgr,2026-08-05 13:22:00,11,2,4,0.0,0.0,1.0,729.2727272727273,1085,0,13,legit,none,"{'SUPI-0221', 'SUPI-0226'}",6,3,8,2.0,53,1162,0.0,none,0.0,0.0,PASS,"PCF,SMF"
closed-loop-assurance,2026-08-07 07:41:00,12,3,3,0.08333333333333333,0.0,1.0,464.75,899,0,7,legit,none,"{'SUPI-0229', 'SUPI-0348', 'SUPI-0284', 'SUPI-0222', 'SUPI-0323', 'SUPI-0047', 'SUPI-0042', 'SUPI-0109'}",5,3,19,2.0,57,899,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-orchestration-hub,2026-08-03 10:52:00,15,6,6,0.0,0.26666666666666666,0.7333333333333333,626.4,976,0,10,legit,none,"{'SUPI-0161', 'SUPI-0255', 'SUPI-0087', 'SUPI-0190', 'SUPI-0366', 'SUPI-0107', 'SUPI-0257'}",9,6,20,1.0,73,976,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
nrf-heartbeat-svc,2026-08-07 23:19:00,6,1,2,0.0,0.0,1.0,184.16666666666666,272,0,23,legit,none,set(),2,1,0,0.0,29,275,0.0,none,0.0,0.0,PASS,NRF
nrf-heartbeat-svc,2026-08-03 02:07:00,4,1,2,0.0,0.0,1.0,211.5,257,0,2,legit,none,set(),2,1,0,0.0,20,291,0.0,none,0.0,0.0,PASS,NRF
closed-loop-assurance,2026-08-06 23:53:00,14,3,4,0.0,0.0,1.0,493.14285714285717,789,0,23,legit,none,"{'SUPI-0234', 'SUPI-0018', 'SUPI-0057', 'SUPI-0122', 'SUPI-0218', 'SUPI-0312', 'SUPI-0324', 'SUPI-0024', 'SUPI-0144'}",6,3,25,0.0,70,877,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
closed-loop-assurance,2026-08-04 10:28:00,20,3,4,0.0,0.0,1.0,607.55,890,0,10,legit,none,"{'SUPI-0342', 'SUPI-0058', 'SUPI-0038', 'SUPI-0025', 'SUPI-0050', 'SUPI-0170', 'SUPI-0218', 'SUPI-0251', 'SUPI-0113', 'SUPI-0155', 'SUPI-0279'}",7,3,25,0.0,97,890,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
provisioning-agent,2026-08-06 17:44:00,6,2,3,0.0,0.16666666666666666,0.8333333333333334,887.5,1396,0,17,legit,none,"{'SUPI-0229', 'SUPI-0090', 'SUPI-0299', 'SUPI-0285', 'SUPI-0005', 'SUPI-0091'}",4,2,17,0.0,27,1476,0.0,none,0.0,0.0,PASS,"NEF,UDM"
nrf-heartbeat-svc,2026-08-03 18:46:00,7,1,2,0.0,0.0,1.0,159.85714285714286,274,0,18,legit,none,set(),2,1,0,0.0,37,295,0.0,none,0.0,0.0,PASS,NRF
orch-session-mgr,2026-08-04 09:56:00,9,3,5,0.0,0.0,1.0,736.3333333333334,1197,0,9,legit,none,{'SUPI-0269'},7,3,10,0.0,45,1197,0.0,none,0.0,0.0,PASS,"AMF,PCF,SMF"
oss-orchestration-hub,2026-08-04 12:12:00,15,6,7,0.0,0.4666666666666667,0.5333333333333333,571.8,946,0,12,legit,none,"{'SUPI-0342', 'SUPI-0097', 'SUPI-0377', 'SUPI-0177', 'SUPI-0137', 'SUPI-0248', 'SUPI-0257', 'SUPI-0129'}",10,6,23,0.0,69,959,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
orch-session-mgr,2026-08-04 04:09:00,8,2,4,0.0,0.0,1.0,573.0,1102,0,4,legit,none,"{'SUPI-0256', 'SUPI-0346', 'SUPI-0156'}",7,3,10,1.0,39,1169,0.0,none,0.0,0.0,PASS,"PCF,SMF"
oss-inventory-job,2026-08-05 01:05:00,4,2,2,0.0,1.0,0.0,446.5,560,0,1,legit,none,{'SUPI-0169'},4,2,8,0.0,22,581,0.0,none,0.0,0.0,PASS,"NRF,UDM"
closed-loop-assurance,2026-08-04 00:22:00,8,3,3,0.0,0.0,1.0,411.125,773,0,0,legit,none,"{'SUPI-0348', 'SUPI-0373', 'SUPI-0096', 'SUPI-0247'}",4,3,18,1.0,40,892,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
orch-session-mgr,2026-08-03 16:31:00,13,2,4,0.0,0.0,1.0,672.7692307692307,1166,0,16,legit,none,"{'SUPI-0395', 'SUPI-0120', 'SUPI-0228'}",6,3,15,2.0,64,1167,0.0,none,0.0,0.0,PASS,"PCF,SMF"
oss-orchestration-hub,2026-08-04 01:51:00,13,6,7,0.0,0.23076923076923078,0.7692307692307693,687.9230769230769,984,0,1,legit,none,"{'SUPI-0166', 'SUPI-0105', 'SUPI-0301', 'SUPI-0074', 'SUPI-0288'}",9,6,21,1.0,65,998,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
orch-session-mgr,2026-08-05 20:15:00,10,2,4,0.0,0.0,1.0,507.7,830,0,20,legit,none,"{'SUPI-0226', 'SUPI-0182', 'SUPI-0191'}",5,2,11,0.0,51,1106,0.0,none,0.0,0.0,PASS,"PCF,SMF"
oss-orchestration-hub,2026-08-06 08:09:00,18,6,7,0.0,0.2777777777777778,0.7222222222222222,500.6666666666667,963,0,8,legit,none,"{'SUPI-0247', 'SUPI-0065', 'SUPI-0370', 'SUPI-0231', 'SUPI-0316'}",14,6,22,0.0,92,999,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
closed-loop-assurance,2026-08-06 04:16:00,13,3,3,0.0,0.0,1.0,500.15384615384613,826,0,4,legit,none,"{'SUPI-0363', 'SUPI-0083', 'SUPI-0267', 'SUPI-0315', 'SUPI-0016', 'SUPI-0142', 'SUPI-0318'}",3,3,20,1.0,61,883,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-orchestration-hub,2026-08-07 00:58:00,17,6,7,0.0,0.29411764705882354,0.7058823529411765,648.9411764705883,995,0,0,legit,none,"{'SUPI-0247', 'SUPI-0282', 'SUPI-0130', 'SUPI-0392', 'SUPI-0394'}",12,6,22,0.0,79,999,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
oss-orchestration-hub,2026-08-03 14:05:00,22,6,10,0.0,0.36363636363636365,0.6363636363636364,692.2727272727273,977,0,14,legit,none,"{'SUPI-0147', 'SUPI-0162', 'SUPI-0149', 'SUPI-0126', 'SUPI-0166', 'SUPI-0201', 'SUPI-0202', 'SUPI-0145', 'SUPI-0081'}",12,6,25,2.0,110,998,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
nrf-heartbeat-svc,2026-08-04 21:46:00,6,1,2,0.0,0.0,1.0,187.83333333333334,282,0,21,legit,none,set(),3,1,0,0.0,33,296,0.0,none,0.0,0.0,PASS,NRF
oss-orchestration-hub,2026-08-06 06:40:00,19,6,7,0.0,0.47368421052631576,0.5263157894736842,587.7368421052631,934,0,6,legit,none,"{'SUPI-0147', 'SUPI-0305', 'SUPI-0181', 'SUPI-0360', 'SUPI-0082', 'SUPI-0235', 'SUPI-0015', 'SUPI-0042', 'SUPI-0264'}",11,6,22,1.0,99,994,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
provisioning-agent,2026-08-04 13:09:00,5,2,3,0.0,0.0,1.0,810.8,1229,0,13,legit,none,"{'SUPI-0276', 'SUPI-0281', 'SUPI-0014', 'SUPI-0249'}",5,2,13,1.0,23,1471,0.0,none,0.0,0.0,PASS,"NEF,UDM"
nrf-heartbeat-svc,2026-08-03 03:59:00,4,1,2,0.0,0.0,1.0,259.25,287,0,3,legit,none,set(),3,1,0,0.0,17,287,0.0,none,0.0,0.0,PASS,NRF
orch-session-mgr,2026-08-07 18:07:00,10,2,4,0.0,0.0,1.0,691.1,1095,0,18,legit,none,"{'SUPI-0215', 'SUPI-0205', 'SUPI-0236'}",5,2,11,0.0,50,1175,0.0,none,0.0,0.0,PASS,"PCF,SMF"
provisioning-agent,2026-08-03 19:07:00,2,2,2,0.0,0.0,1.0,481.5,618,0,19,legit,none,"{'SUPI-0117', 'SUPI-0261'}",4,2,12,0.0,14,1182,0.0,none,0.0,0.0,PASS,"NEF,UDM"
closed-loop-assurance,2026-08-06 08:18:00,9,3,3,0.0,0.0,1.0,433.44444444444446,876,0,8,legit,none,"{'SUPI-0179', 'SUPI-0120', 'SUPI-0317', 'SUPI-0154', 'SUPI-0115'}",6,3,15,1.0,46,897,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
policy-audit-svc,2026-08-04 10:43:00,1,1,1,0.0,0.0,1.0,128.0,128,0,10,legit,none,{'SUPI-0332'},2,1,4,0.0,6,381,0.0,none,0.0,0.0,PASS,PCF
provisioning-agent,2026-08-03 14:55:00,3,2,2,0.0,0.0,1.0,1080.0,1326,0,14,legit,none,"{'SUPI-0369', 'SUPI-0158', 'SUPI-0393'}",5,2,14,1.0,17,1331,0.0,none,0.0,0.0,PASS,"NEF,UDM"
closed-loop-assurance,2026-08-03 03:40:00,8,3,4,0.0,0.0,1.0,600.125,804,0,3,legit,none,"{'SUPI-0285', 'SUPI-0145', 'SUPI-0394', 'SUPI-0167', 'SUPI-0256'}",4,3,19,0.0,42,868,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-orchestration-hub,2026-08-05 11:53:00,15,6,6,0.0,0.3333333333333333,0.6666666666666666,591.0666666666667,993,0,11,legit,none,"{'SUPI-0217', 'SUPI-0097', 'SUPI-0080', 'SUPI-0203', 'SUPI-0398', 'SUPI-0068', 'SUPI-0367'}",10,6,19,0.0,75,993,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
provisioning-agent,2026-08-03 17:26:00,3,2,2,0.0,0.0,1.0,851.0,1170,0,17,legit,none,"{'SUPI-0234', 'SUPI-0282', 'SUPI-0163'}",3,2,13,0.0,17,1319,0.0,none,0.0,0.0,PASS,"NEF,UDM"
nrf-heartbeat-svc,2026-08-06 20:55:00,4,1,2,0.0,0.0,1.0,201.0,256,0,20,legit,none,set(),2,1,0,0.0,21,281,0.0,none,0.0,0.0,PASS,NRF
orch-session-mgr,2026-08-07 00:17:00,12,3,5,0.0,0.0,1.0,830.75,1157,0,0,legit,none,"{'SUPI-0119', 'SUPI-0160'}",8,3,10,1.0,60,1196,0.0,none,0.0,0.0,PASS,"AMF,PCF,SMF"
oss-orchestration-hub,2026-08-07 10:58:00,19,6,7,0.0,0.3157894736842105,0.6842105263157895,600.8421052631579,939,0,10,legit,none,"{'SUPI-0162', 'SUPI-0284', 'SUPI-0005', 'SUPI-0103', 'SUPI-0016', 'SUPI-0056', 'SUPI-0238', 'SUPI-0329'}",13,6,25,0.0,97,970,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
oss-orchestration-hub,2026-08-06 11:49:00,12,6,7,0.08333333333333333,0.25,0.75,583.5833333333334,865,0,11,legit,none,"{'SUPI-0393', 'SUPI-0025', 'SUPI-0327', 'SUPI-0165', 'SUPI-0218'}",9,6,17,1.0,59,987,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
closed-loop-assurance,2026-08-06 04:43:00,13,3,4,0.0,0.0,1.0,477.15384615384613,781,0,4,legit,none,"{'SUPI-0363', 'SUPI-0118', 'SUPI-0027', 'SUPI-0300', 'SUPI-0311', 'SUPI-0115', 'SUPI-0073'}",7,3,21,1.0,62,897,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-orchestration-hub,2026-08-07 01:28:00,17,6,8,0.0,0.35294117647058826,0.6470588235294118,649.6470588235294,932,0,1,legit,none,"{'SUPI-0300', 'SUPI-0286', 'SUPI-0185', 'SUPI-0135', 'SUPI-0236', 'SUPI-0280', 'SUPI-0077', 'SUPI-0111'}",11,6,24,0.0,82,958,0.0,none,0.0,0.0,PASS,"AMF,NEF,NRF,PCF,SMF,UDM"
orch-session-mgr,2026-08-06 06:20:00,8,3,6,0.0,0.0,1.0,700.375,1164,0,6,legit,none,{'SUPI-0221'},8,3,8,0.0,39,1191,0.0,none,0.0,0.0,PASS,"AMF,PCF,SMF"
closed-loop-assurance,2026-08-05 22:48:00,13,3,6,0.07692307692307693,0.0,1.0,591.5384615384615,842,0,22,legit,none,"{'SUPI-0147', 'SUPI-0037', 'SUPI-0313', 'SUPI-0223', 'SUPI-0315', 'SUPI-0145', 'SUPI-0337', 'SUPI-0320', 'SUPI-0303', 'SUPI-0379'}",7,3,27,3.0,64,899,0.0,none,0.0,0.0,PASS,"AMF,NEF,PCF"
oss-inventory-job,2026-08-06 09:51:00,2,2,2,0.0,1.0,0.0,401.5,433,0,9,legit,none,{'SUPI-0023'},2,2,7,0.0,14,557,0.0,none,0.08634497486974681,0.08634497486974681,PASS,"NRF,UDM"
